x,y
18.0018714509506,69.6452097774356
31.455434375773,62.3479171664577
25.7575474428632,70.9595084963984
30.2338066010658,67.7166574440842
40.2546708531461,81.8751158739425
14.7722202499187,58.242010468407
30.0686999387315,65.2922149750371
31.2002536167063,83.4356568193166
20.0932913971677,61.1108490366412
22.4601475593979,63.8080159075741
31.0888492236778,65.1250171888925
26.1229057918394,80.0921467356312
10.4888734023906,65.5779177481433
16.9861377547004,59.635047446047
23.5594466830495,44.4848763446983
23.6631366225693,49.5704716985773
20.2406871326512,35.8134413770979
20.9133636852553,54.5654735208176
35.6635200705403,73.4983440098543
42.1684177902424,73.6621785841076
20.2925291187111,60.3707747077627
50.4767016952625,59.1962699915744
34.2680285560383,53.6298194103951
9.08181122755785,65.8506531872436
20.4542822164427,54.5249922046247
42.2619154708493,56.1518114309418
24.0945832460943,46.2808636846517
25.794716247364,60.4538901904788
40.7722194917883,61.2576587748296
23.4512223646025,53.5035314233624
24.9143419607851,78.6265664514795
40.4922436865065,60.7339175008337
16.6172989248083,57.8731369184483
18.912703082781,55.5906644258282
42.0655464469976,57.3790339664465
39.3501491270217,61.2596415198952
13.4304761744437,67.2550934404165
17.5180663837738,62.4696159019814
32.9081666175144,53.5412428536597
30.3761505058669,70.3013109793046
34.5745551527339,59.3205631461618
28.3388049126886,63.9014362293745
37.6231873719275,68.4332576538137
19.9566212533871,46.9417328011842
46.3191117970155,60.6718423821946
33.2520733667136,48.2077767434886
23.1583372615147,57.9745426516758
27.2695480779179,73.3715578984281
42.3602206954478,60.7798427223616
43.2750102657035,62.7472136637344
28.6798074792471,55.211308725278
18.5935797018226,53.3058944621419
19.7189660963862,66.1174724477649
38.8522553383584,47.55666258713
32.1405015878085,49.6827744694677
34.0626586144683,54.4758917614275
45.9373539045593,37.0176308212144
37.4929830473073,79.8861255660871
41.3036229858826,66.7425144405487
19.7609125351032,65.6992153417065
36.1395837788824,59.2535728611998
22.8029194147547,59.6164154680563
31.3298617253302,81.0615572398829
33.8449511213537,61.270707038358
35.2680812136771,62.411435602586
33.5518036012239,41.0270221629756
33.8184582882304,70.2072846212617
33.6776169150283,64.8893996303851
45.3749006407338,66.3092046496857
35.9025895284106,50.2332235443145
11.3538189353102,60.0949319105882
25.8485595860427,55.3685943850441
33.7581160158497,45.5467075619548
37.1850211290011,57.6653066676738
39.3512533932678,64.8452370028777
26.2736865053946,68.4793440623329
32.3542789361165,57.185785322396
38.3715911816669,56.4034990324338
19.2725722828246,56.6091988836982
21.6402697471289,68.9860054665407
55.1874870761087,55.0487359349128
28.2399268168588,57.741238977759
2.23784036163749,58.4119289548417
41.2056445634674,47.4978803588632
45.033951592553,63.6287821312576
19.7684566480273,41.5729500189536
20.1463406312295,48.8221406590563
33.3589465096516,57.7522530235443
14.8461330988715,60.2330043144098
35.3659036338247,66.1624558774278
20.3338847898911,70.9608018911035
26.5165713494385,46.4862383887838
22.5405564503676,68.9679382342013
29.9393973268233,43.4853462432036
